EVTOPTA12170;They shall not have dyed in vain!;Ils ne doivent pas tre morts en vain !;Ihr Tod soll nicht umsonst gewesen sein!;;Que no se hayan teido en vano!;;;;;;;;;x;;;;
EVTOPTB12170;We shall all dye sooner or later.;Nous mourons tous un jour.;Wir sterben alle frher oder spter.;;Todos nos teiremos ms pronto o ms tarde.;;;;;;;;;x;;;;
EVTNAME12180;Cistern Explodes!;Une citerne explose !;Treibstofflager explodiert!;;Explosin de un depsito!;;;;;;;;;x;;;;
EVTDESC12180;A fuel cistern at the $PROVINCENAME$ refinery exploded today for reasons yet unknown, and the lives of seven workers were claimed in the ensuing conflagration, along with thousands of dollars worth in company property. The refinery owner has washed his hands of any responsibility for the accident, claiming instead that government safety inspections have been lacking.;Une des citernes de carburant ?la raffinerie de $PROVINCENAME$ a explos?aujourd'hui pour des raisons encore inconnues, et la vie de sept personnes a t?prise dans l'incendie qui a suivi, avec des milliers de livres en biens de l'entreprise. Le propritaire de la raffinerie se lave les mains de toute responsabilit?pour l'accident, affirmant au contraire que les inspections de scurit?du gouvernement ont fait dfaut. ;Ein Treibstofflager in der $PROVINCENAME$-Raffinerie explodierte heute aus noch unbekannten Grnden. Sieben Arbeiter lieen ihr Leben im resultierenden Grobrand, und es entstand ein Sachschaden von Tausenden von Dollars. Der Raffinieriebesitzer wscht seine Hnde in Unschuld und lehnt jede Verantwortung fr das Unglck ab. Stattdessen beschuldigt er unzureichende Sicherheitsinspektionen der Regierung.;;Un depsito de combustible de la refinera de $PROVINCENAME$ explot?hoy por razones an desconocidas, cobrndose la vida de siete trabajadores en la consiguiente conflagracin, adems de miles de dlares perdidos en propiedades de la compaa. El propietario de la refinera se ha lavado las manos y ha declinado cualquier responsabilidad por el accidente, aduciendo que no se haban realizado inspecciones de seguridad del gobierno.;;;;;;;;;x;;;;
EVTOPTA12180;The government accepts no responsibility;Le gouvernement se dgage de toute responsabilit?;Die Regierung lehnt jede Verantwortung ab.;;El gobierno no acepta la responsabilidad.;;;;;;;;;x;;;;
EVTOPTB12180;Naturally the government will seek to aid;Naturellement, le gouvernement va intervenir.;Natrlich wird die Regierung Hilfe leisten.;;Naturalmente, el gobierno tratar?de ayudar.;;;;;;;;;x;;;;
EVTNAME12190;Overproduction at the Refinery;Surproduction ?la raffinerie;berproduktion in der Raffinerie;;Produccin de la refinera;;;;;;;;;x;;;;
EVTDESC12190;The $PROVINCENAME$ refinery has been doing well lately, with production exceeding expected quotas by several thousand gallons. Due to storage problems, the refinery owner has approached the government with a deal to buy the fuel at a steep discount. We could either buy the fuel ourselves, or turn him down and wait for him to float the cheap fuel on the market. The local impact of cheap fuel should make the locals fairly happy, but we could probably use the fuel ourselves.;La raffinerie de $PROVINCENAME$ s'est bien comportait, avec une production dpassant les quotas attendus de plusieurs milliers de gallons. En raison de problmes de stockage, le propritaire de la raffinerie a contact?le gouvernement avec un accord pour acheter le carburant avec une forte remise. Nous pourrions soit acheter le carburant nous-mmes, soit le refuser et attendre de voir flotter le cours sur le march? Les rpercussions locales d'un carburant bon march?devraient rendre les gens du pays plutt heureux, mais nous pourrions probablement utiliser ce carburant nous-mmes. ;Die $PROVINCENAME$-Raffinierie luft gut, und die Produktion bersteigt die erwarteten Mengen um Tausende von Litern. Aus Lagerplatzmangel hat sich der Raffinieriebesitzer an die Regierung gewandt, der er den Treibstoff zu einem hohen Rabatt verkaufen will. Wir knnten den Treibstoff entweder selber kaufen, oder ihn abweisen und warten, bis er den Treibstoff billig auf den Markt wirft. Die Menschen vor Ort werden ber die billigen Treibstoffpreise recht glcklich sein, aber wir knnten den Treibstoff wohl auch selbst gut gebrauchen.;;La refinera de $PROVINCENAME$ ha funcionado muy bien ltimamente y ha excedido su produccin en varios miles de galones. Debido a problemas de almacenamiento, el dueo de la refinera ha negociado con el gobierno un acuerdo para la compra del combustible con un considerable descuento. Podramos comprarle el combustible o rechazar su oferta y esperar a que el combustible se abarate en el mercado. El impacto local del combustible barato debera alegrar a los habitantes locales, pero podramos usarlo nosotros mismos.;;;;;;;;;x;;;;
EVTOPTA12190;Buy the fuel;Acheter le carburant;Treibstoff kaufen;;Comprad el combustible.;;;;;;;;;x;;;;
EVTOPTB12190;Turn down the offer;Rejeter l'offre;Angebot ablehnen;;Rechazad la oferta.;;;;;;;;;x;;;;
EVTNAME12200;Tragedy at the Mine;Drame ?la mine;Tragdie in der Mine;;Tragedia en la mina;;;;;;;;;x;;;;
EVTDESC12200;Another tragic day for our labourers today, as an accident was reported as having claimed several lives in the $PROVINCENAME$ iron mine. Several workers have been reported injured, and some are still missing. A faulty support beam in the mine collapsed to cause the accident, reports from $PROVINCENAME$ say. The incident is bound to raise at least a local debate on working conditions in our mines.;Un autre jour tragique pour nos ouvriers, un accident a t?signal?comme ayant fait plusieurs morts dans la mine de fer de $PROVINCENAME$. Plusieurs travailleurs sont blesss, et certains sont toujours ports disparus. Une poutre de soutien dfectueuse de la mine s'est effondre causant l'accident d'aprs les premiers rapports. L'incident devra amener au moins un dbat local sur les conditions de travail dans nos mines. ;Heute war ein weiterer tragischer Tag fr unsere Arbeiter, denn es wurde von einem Unglck in der Eisenerzmine von $PROVINCENAME$ berichtet, das mehrere Leben gekostet haben soll. Mehrere Arbeiter sollen verletzt sein, und manche werden noch vermisst. Ein beschdigter Tragbalken in der Mine brach zusammen und verursachte das Unglck, sagen Berichte aus $PROVINCENAME$. Der Vorfall wird garantiert mindestens eine lokale Debatte ber die Arbeitsbedingungen in unseren Minen auslsen.;;Hoy ha sido otro da trgico para nuestros trabajadores, ya que nos han informado de que ha ocurrido un accidente que se ha cobrado varias vidas en la mina de hierro de $PROVINCENAME$. Al parecer, varios trabajadores han resultado heridos y algunos siguen desaparecidos. La causa del accidente parece ser una viga de soporte defectuosa, segn dicen los informes de $PROVINCENAME$. El incidente va a originar un debate local sobre las condiciones de trabajo en nuestras minas.;;;;;;;;;x;;;;
EVTOPTA12200;The interests of industry will prevail;Les intrts de l'industrie prvalent.;Die Interessen der Industrie werden Vorrecht haben.;;Los intereses de la industria prevalecern.;;;;;;;;;x;;;;
EVTOPTB12200;Our workers must be kept safe and sound;Il faut assurer la scurit?de nos travailleurs.;Unsere Arbeiter mssen ein sicheres Arbeitsumfeld haben.;;Debemos mantener a nuestros trabajadores sanos.;;;;;;;;;x;;;;
EVTNAME12210;The Old Man and The Sea;Le vieil homme et la mer;Der alte Mann und das Meer;;El viejo y el mar;;;;;;;;;x;;;;
EVTDESC12210;A fisherman off the $PROVINCENAME$ coast has brought in an enormous catch today. His trawler is practically teeming with the riches of the richest of oceans as he anchors in the harbor, and fairly soon other fishermen are able to repeat his example. The fishing is unusually good in $PROVINCENAME$ this year, it seems.;Une pcheur au large des ctes de $PROVINCENAME$ a fait une prise norme aujourd'hui. Son chalutier est quasiment regorgeant de richesses du plus riche des ocans, il jette l'ancre dans le port, et trs bientt d'autres pcheurs seront en mesure de rpter son exemple. La pche est exceptionnellement bonne cette anne, ?ce qu'il semble. ;En Fischer an der Kste von $PROVINCENAME$ brachte heute einen enormen Fang heim. Sein Kutter ist so vollgeladen mit den reichsten Reichtmern des Ozeans, dass er beim Ankern im Hafen fast Wasser zieht, und bald schon werden andere Fischer es ihm gleichtun knnen. Dieses Jahr ist das Fischen in $PROVINCENAME$ wohl besonders gut, wie es scheint.;;Un pescador de la costa de $PROVINCENAME$ ha capturado hoy una pieza enorme. Su barca est?prcticamente abarrotada de las riquezas de los ocanos cuando atraca en el puerto, por lo que muy pronto otros pescadores seguirn su ejemplo. Al parecer, la pesca es excepcionalmente buena en $PROVINCENAME$ este ao.;;;;;;;;;x;;;;
EVTOPTA12210;Excellent!;Excellent !;Exzellent!;;Excelente!;;;;;;;;;x;;;;
EVTOPTB12210;Help feed the local poor;Nourrir les dfavoriss locaux;Die Armen vor Ort fttern.;;Ayudad a alimentad a los pobres locales.;;;;;;;;;x;;;;
EVTNAME12220;All the Tea in $COUNTRY$;Le th?de $COUNTRY$;Der ganze Tee in $COUNTRY$;;Todo el t?de $COUNTRY$;;;;;;;;;x;;;;
EVTDESC12220;The tea harvest is unusually large this year, and nowhere is it larger than in $PROVINCENAME$. Everywhere one ventures in the area, sacks and sacks again stand lined up, brimming with freshly picked leaves of wonderfully smelling tea. This harvest will probably set us straight for years if we're capable of leveraging it right. Should we let the farmers keep an extra portion of the harvest, let our merchants sell it for profit, or should we stockpile it for later use?;La rcolte du th?est inhabituellement leve cette anne, et n'est nulle part plus importante qu'?$PROVINCENAME$. Partout o?l'on s'aventure dans les domaines, des sacs et des sacs en position aligne, dbordant de feuilles frachement cueillies d'une merveilleuse senteur de th? Cette rcolte sera probablement rentable pendant des annes si nous sommes capables d'en tirer profit. Devrions-nous laisser les rcoltants en garder une part supplmentaire, laisser nos marchands le vendre dans un but lucratif immdiat, ou devrions-nous le stocker pour une utilisation ultrieure ? ;Die Teeernte ist ungewhnlich reich dieses Jahr, und nirgendwo ist sie reicher als in $PROVINCENAME$. berall in der gesamten Region stehen Scke ber Scke in Reihe, die vor frisch gepflckten Blttern herrlich riechenden Tees berquellen. Diese Ernte wird uns vermutlich auf Jahre hinaus reich machen, wenn wir unsere Karten richtig spielen. Sollen wir den Bauern eine Extraportion der Ernte berlassen, oder unsere Kaufleute sie veruern lassen, oder sollen wir sie fr spteren Gebrauch lagern?;;La cosecha de t?es bastante ms grande este ao, y en $PROVINCENAME$ es donde ha resultado mayor. Toda la zona est?llena de sacos y sacos alineados, llenos de hojas frescas recin cogidas de un t?que huele maravillosamente bien. Esta cosecha probablemente nos dure aos si somos capaces de administrarla correctamente. Deberamos dejar que los granjeros se queden con una porcin extra de la cosecha? O que los comerciantes la venden para sacar beneficios? O deberamos almacenarla para usarla ms adelante?;;;;;;;;;x;;;;
EVTOPTA12220;Stockpile the extra tea;Stocker en rserve nationale l'excdent de th?berschssigen Tee lagern.;;Almacenad el t?extra.;;;;;;;;;x;;;;
EVTOPTB12220;Let the farmers keep some;Laisser les producteurs en garder un peu;Lasst den Bauern etwas.;;Dejad que los granjeros se queden un poco.;;;;;;;;;x;;;;
EVTOPTC12220;Our merchants need the tea;Nos marchands ont besoin du th?Unsere Kaufleute brauchen den Tee.;;Nuestros comerciantes necesitan el t?;;;;;;;;;x;;;;
EVTNAME12230;Radio $PROVINCENAME$;La radio locale de $PROVINCENAME$;Radio $PROVINCENAME$;;Radio $PROVINCENAME$;;;;;;;;;x;;;;
EVTDESC12230;A local radio station in $PROVINCENAME$ is facing a shortage of radio components for their transmitters, and have been forced to cease brodcasts until the situation is resolved. Local authorities have suggested lending some of the government's radio components to the station, as it fears that the local populace will be alarmed by a lack of news from the front.;La station de radio de $PROVINCENAME$ est confronte ?une pnurie de composants radio pour ses metteurs, et est contrainte de cesser la diffusion jusqu'?ce que la situation soit rsolue. Les autorits locales ont suggr?des prts de composants radio du gouvernement ?la station, car elle craint que la population s'alarme par le manque de nouvelles du front. ;Ein lokaler Radiosender in $PROVINCENAME$ hat zuwenig Ersatzteile fr seine bertragungsanlage und ist gezwungen, mit dem Senden aufzuhren, bis die Situation beigelegt ist. Lokale Beamte haben vorgeschlagen, dem Sender ein paar Ersatzteile des Regierungssenders zu leihen, da sie frchten, dass die Bewohner aufgebracht werden knnten, wenn sie zu lange keine Nachrichten von der Front bekommen.;;Una estacin de radio local de $PROVINCENAME$ se enfrenta a una escasez de componentes de radio para sus transmisores, y se han visto obligados a cesar de emitir hasta que la situacin se resuelva. Las autoridades locales han sugerido prestar algunos de los componentes de la radio del gobierno a la emisora, ya que temen que la poblacin local se alarme por la carencia de noticias del frente.;;;;;;;;;x;;;;
EVTOPTA12230;We have none to spare;Nous n'avons rien ?gaspiller.;Wir haben keine Extrateile.;;No podemos dar ningn repuesto.;;;;;;;;;x;;;;
EVTOPTB12230;Give them the radios;Leur donner les composants;Gebt ihnen die Teile.;;Dadles las radios.;;;;;;;;;x;;;;
EVTNAME12240;In The Drunk Tank;L'alcool en question;Alkoholprobleme;;En la celda de borrachos;;;;;;;;;x;;;;
EVTDESC12240;More and more social, religious and educational institutions in $COUNTRY$, primarily from the educated middle classes, are coming to see the influence of alcohol on our society as a moral and social wrong. Pointing at the effects and costs in terms of broken homes, windows and spirits, they urge temperance, with some even going so far as to support calls for outright prohibition. Brewery owners in $PROVINCENAME$ are concerned by the development, and wish to see their future privilege to sell and manufacture alcohol guaranteed.;De plus en plus d'institutions sociales, religieuses et ducatives en $COUNTRY$, provenant principalement des classes moyennes duques, sont venus confirmer l'influence de l'alcool sur notre socit?comme un mal moral et social. Soulignant les effets et les cots en termes de foyers briss, de fentres casses et de tort pour les esprits, ils exhortent la temprance, en allant mme jusqu'?soutenir les appels ?l'interdiction pure et simple. Les propritaires de brasseries de $PROVINCENAME$ sont proccups par ce dveloppement, et ils souhaitent voir leurs privilges futures de vente et de fabrication d'alcool garantis. ;Mehr und mehr soziale, religise und Bildungsinstitutionen in $COUNTRY$, hautschlich aus dem gebildeten Mittelstand, sehen den Einfluss des Alkohols auf unsere Gesellschaft als ein moralisches und soziales Laster an. Sie deuten auf die Auswirkungen und Kosten - zerbrochene Familien, Menschen und Fensterscheiben - und verlangen nach Migung, und manche verlangen sogar nach direkter Prohibition. Brauereibesitzer in $PROVINCENAME$ sind durch die Entwicklungen besorgt und wnschen eine Garantie fr ihr Privileg, auch in Zukunft Alkohol herstellen und verkaufen zu drfen.;;Cada vez son ms las instituciones sociales, religiosas y educativas de $COUNTRY$, principalmente de las clases medias educadas, que piensan que el alcohol ejerce una influencia perniciosa en nuestra sociedad. Sealan los efectos y el coste en funcin de las rupturas hogares, matrimonios, ventanas y almas para pedir templanza. Algunos llegan al punto de solicitar que se prohba el alcohol. Los propietarios de cerveceras de $PROVINCENAME$ estn preocupados por el problema, y les gustara que se garantizasen sus privilegios para vender y fabricar alcohol.;;;;;;;;;x;;;;
EVTOPTA12240;... what's it worth to you?;... qu'est-ce qui est mieux pour vous ?;... was ist es euch wert?;;Qu?te importa a ti?;;;;;;;;;x;;;;
EVTOPTB12240;Sadly we cannot make any guarantees.;Hlas, nous ne pouvons donner aucune garantie.;Leider knnen wir keine Garantien abgeben.;;Por desgracia, no podemos garantizarlos.;;;;;;;;;x;;;;
EVTNAME12250;KA-BOOOM!;BOUM !;KAWUMM!;;BUM!;;;;;;;;;x;;;;
EVTDESC12250;A fire at a $PROVINCENAME$ Explosives Warehouse has caused a massive blast that some say could be heard all the way to $CAPITAL$. The devastation is massive, and hundreds of lives in the vicinity are reported lost. As the fire spreads through the city, the fire department needs to prioritize: The fire threatens to spread north to the affluent $PROVINCENAME$ neighborhoods, and south to poorer areas. Where to?;Une incendie dans un entrept d'explosifs de $PROVINCENAME$ a caus?une massive dflagration que certains disent avoir entendu jusqu'?$CAPITAL$. La dvastation est norme, et des centaines de vies des environs sont dclares perdus. Comme le feu se propage ?travers la ville, les pompiers doivent fixer des priorits. Le feu menace de s'tendre au nord vers les quartiers aiss, et au sud vers les secteurs pauvres. O?agir ? ;Ein Feuer in einem Sprengstofflager in $PROVINCENAME$ hat eine massive Explosion verursacht, die man Ohrenzeugen zufolge noch in $CAPITAL$ hren konnte. Die Zerstrung ist gewaltig, und Berichte sprechen von Hunderten verlorener Menschenleben in der Nachbarschaft. Als das Feuer sich durch die Stadt frisst, muss die Feuerwehr Prioritten setzen: Das Feuer breitet sich im Norden durch die reicheren Viertel von $PROVINCENAME$, und im Sden in rmere Bereiche. Wo sollen sie zuerst hin?;;Un incendio en nuestro almacn de explosivos de $PROVINCENAME$ ha causado un gran explosin que algunos dicen que se escuch?hasta en $CAPITAL$. La devastacin ha sido enorme y, al parecer, centenares de vecinos han perdido la vida. A medida que el fuego se extiende por la ciudad, el departamento de bomberos tiene que dar prioridad a una de dos tareas: el fuego amenaza con extenderse por el norte hacia las vecindades prsperas de $PROVINCENAME$, y tambin hacia el sur hacia las zonas ms pobres. Hacia dnde?;;;;;;;;;x;;;;
EVTOPTA12250;Prioritize saving the rich neighborhoods;Sauver en priorit?les quartiers riches.;Zuerst die reichen Viertel retten.;;Primero salvad los barrios ms ricos.;;;;;;;;;x;;;;
EVTOPTB12250;We make no distinctions of class.;Nous ne faisons aucune distinction de classe.;Wir machen keine Klassenunterschiede.;;No hacemos distincin de clase.;;;;;;;;;x;;;;
EVTOPTC12250;Prioritize saving the poor neighborhoods;Sauver en priorit?les quartiers pauvres.;Zuerst die armen Viertel retten.;;Primero salvad los barrios ms pobres.;;;;;;;;;x;;;;
EVTNAME12260;Elegant Furniture;Mobilier lgant;Elegante Mbel;;Muebles elegantes;;;;;;;;;x;;;;
EVTDESC12260;Mayhaps this chair, madame? Made from the finest Brazilian Mahogany, inlaid with delicate Nubian patterns of Kenyan ivory. Observe the rich marbling on the leather. You won't find another one like it in all of $PROVINCENAME$!'\n\nRising standards of living in $PROVINCENAME$ have caused an upswing in the demand for better and more elegant furniture. As people's homes are beautified, it only makes sense that the offices of government are, likewise, upgraded to better conform to modern standards.;Peut-tre ce fauteuil, madame ? Fabriqu??partir du meilleur acajou brsilien, incrust?de motifs dlicats de Nubie, d'ivoire du Kenya. Observez la marbrure riche sur le cuir. Vous n'en trouverez pas un comme a dans tout $PROVINCENAME$ ! \n\nLa hausse du niveau de vie dans la province a provoqu?une hausse de la demande pour des meubles de meilleure qualit?et plus lgants. Comme les domicile des gens se sont embellis, il est logique que les bureaux du gouvernement soient, galement, mise ?niveau pour mieux se conformer aux niveaux de vie actuelles. ;Vielleicht dieser Stuhl, Madame? Hergestellt aus feinstem brasilianischen Mahagoni, verziehrt mit delikaten nubischen Mustern aus kenianischem Elfenbein. Schauen Sie sich die schne Maserung des Leders an. Sie werden in ganz $PROVINCENAME$ keinen zweiten finden!'\n\nSteigende Lebensstandards in $PROVINCENAME$ haben eine groe Nachfrage nach besseren und eleganteren Mbeln ausgelst. Mit immer schner werdenden Heimen macht es nur Sinn, dass die Bros der Regierung etc. auch einem besseren Lebensstandard angepasst werden.;;Quizs esta silla, seora? Est?hecha de la mejor caoba brasilea y lleva incrustados unos delicados diseos nubios de marfil de Kenia. Observe el rico moteado de la piel. No encontrar?otro como este en $PROVINCENAME$!'\n\nLa subida de la calidad de vida en $PROVINCENAME$ han provocado una mejora en la demanda de un mobiliario mejor y ms elegante. Como las casas de las gentes se han embellecido, tiene sentido que las de las oficinas del gobierno se hayan mejorado conforme a los estndares modernos.;;;;;;;;;x;;;;
EVTOPTA12260;Our offices must be representative;Nos bureaux doivent tre reprsentatifs.;Unsere Bros mssen reprsentativ aussehen.;;Nuestras oficinas deben ser representativas.;;;;;;;;;x;;;;
EVTOPTB12260;No wasteful fiscal policies on my watch;Ne gaspillons pas les deniers publics !;Keine verschwenderische Politik, solange ich am Ruder bin.;;Nada de polticas despilfarradoras en mi presencia.;;;;;;;;;x;;;;
EVTNAME12270;Changing Fashions;Changement de mode;Wandlungen der Mode;;Modas cambiantes;;;;;;;;;x;;;;
EVTDESC12270;Disaster has struck our luxury clothes factory in $PROVINCENAME$, where several shipments have been cancelled over the past few weeks. The reason for the cancellations seems to be that the clothes, quite simply, aren't selling all that well, and no wonder, the cut is wrong, and the buttons look almost clownishly large. Strange, they seemed so nice last season.;Une catastrophe a frapp?notre usine de vtements de luxe ?$PROVINCENAME$, o?plusieurs expditions ont t?annules au cours des dernires semaines. La raison des annulations semble tre que les vtements, tout simplement, ne se vendent pas du tout, et n'est pas tonnant, la coupe est mauvaise, et les boutons semblent presque ridiculement grands. trange, ils semblaient si apprcier la saison dernire. ;Ein Desaster hat unsere Luxuskleiderfabrik in $PROVINCENAME$ heimgesucht, denn mehrere Lieferungen wurden ber die letzten paar Wochen storniert. Der Grund fr die Stornierungen scheint zu sein, dass die Kleider sich einfach nicht gut verkaufen, und es nimmt auch nicht wunders - der Schnitt ist ganz falsch, und die Knpfe sind so gro?wie die auf Clownsanzgen. Merkwrdig ... der letzten Saison sahen sie so gut aus.;;Ha ocurrido un desastre en nuestra fbrica de ropa de lujo en $PROVINCENAME$, donde varias remesas se han cancelado en las ltimas semanas. Las razones de las cancelaciones parecen ser que la ropa no se est?vendiendo todo lo bien que debiera, el corte est?mal y los botones parecen demasiado grandes. Extrao, parecan tan bonitos la temporada pasada.;;;;;;;;;x;;;;
EVTOPTA12270;We can still wear them, though...;Mais on peut encore les porter...;Wir knnen sie trotzdem noch tragen ...;;An as? podemos seguir llevndolos...;;;;;;;;;x;;;;
EVTOPTB12270;Insist that government officials wear them;Insister pour que les membres du gouvernement les portent;Regierungsbeamte zum Tragen zwingen.;;Insistid en que los oficiales del gobierno los lleven.;;;;;;;;;x;;;;
EVTOPTC12270;The designer's head on a plate!;La tte du styliste sur un plateau !;Her mit dem Kopf des Designers!;;Quiero la cabeza del diseador en un plato!;;;;;;;;;x;;;;
EVTNAME12280;Moldy Clothing;Vtements moisis;Schimmlige Kleidung;;Ropa mohosa;;;;;;;;;x;;;;
EVTDESC12280;Water has seeped into a factory warehouse in $PROVINCENAME$, damaging several shipping crates' worth of clothing. The clothing has been infected by a pungent smelling mold of some kind, and while it doesn't look so bad, the fiber in the cloth reeks of cellar and stale water. We might be able to salvage the clothes, but there is some doubt as to whether anyone would want to use them.;L'eau s'est infiltre dans un entrept de l'usine de $PROVINCENAME$, endommageant plusieurs caisses d'expdition de vtements. Les vtements sont imprgns par un piquante odeur de moisi, et bien qu'ils ne semblent pas si abmer, la fibre dans les tissus a des relents de cave et d'eau stagnante. Nous pourrions tre en mesure de rcuprer les vtements, mais il ya des doutes quant ?savoir si quelqu'un voudra les porter. ;Wasser ist in ein Lagerhaus in $PROVINCENAME$ gesickert und hat mehrere Kisten voller Kleidung beschdigt. Die Kleidung ist nun von einem stinkenden Schimmel befallen, und whrend sie zwar nicht so schlimm aussieht, so riecht das Tuch doch nach Keller und schalem Wasser. Wir knnen die Kleidung vielleicht noch retten, aber es bestehen Zweifel, ob sie berhaupt jemand noch anziehen will.;;El agua se ha filtrado en un almacn de la fbrica en $PROVINCENAME$, daando varios cajones de envo de ropa. La ropa ha quedado infectada por una especie de olor a moho de algn tipo, y aunque no parece haberle afectado demasiado, la fibra de la ropa apesta a bodega y a agua estancada. Podramos salvar la ropa, pero dudamos que alguien quiera usarlas.;;;;;;;;;x;;;;
EVTOPTA12280;Discard the rags;Jeter ces guenilles;Schmeit die Fetzen weg.;;Deshaceos de los trapos.;;;;;;;;;x;;;;
EVTOPTB12280;Give them to the poor and replace them;Les donner aux pauvres et les remplacer;Gebt sie an die Armen und ersetzt sie.;;Ddselas a los pobres y sustituidlas.;;;;;;;;;x;;;;
EVTNAME13000;Wind of Westernization;Un vent d'occidentalisation;Winde der Verwestlichung;;Vientos de occidentalizacin;;;;;;;;;x;;;;
EVTDESC13000;Once the wind of Western civilization blows to the East, every blade of grass and every tree in the East follow what the Western wind brings.'\n\nWe call them omens, the strange things that have transpired lately. Off our coastlines, strange ships have begun appearing. Strange ships, with masts so tall as to seem to touch the face of God. At first a curiosity, soon every so often -- increasing in intensity as gale grows to storm -- and tomorrow? Strange are their ships, and stranger still their customs, but there can be no doubt that we must adopt a policy with regards to the foreigners from 'Europe'.;Lorsque le vent de la civilisation occidentale souffle en Orient, chaque brin d'herbe et chaque arbre de l'Est suivent ce que le vent apporte de l'Ouest.\n\nNous appelons prsages, les choses tranges qui se sont produites ces derniers temps. Au large de nos ctes, d'tranges navires ont commenc??apparatre. Des navires avec des mts si grand qu'ils semblent toucher le visage de Dieu. D'abord une curiosit? mais bientt si souvent - l'augmentation d'intensit?de ce coup de vent pousse ?la tempte - et demain ? trange sont leurs navires, et plus trange encore leurs coutumes, mais il ne fait aucun doute que nous devons adopter une politique en ce qui concerne les trangers de l'Europe?;Sobald die Winde der Verwestlichung gen Osten wehen, wird jeder Grashalm und jeder Baum im Osten dem folgen, was der Westwind bringt'\n\nWir nennen sie Omen, die seltsamen Dinge, die in letzter Zeit passiert sind. Vor unseren Ksten beginnen seltsame Schiffe aufzutauchen. Merkwrdige Schiffe mit Masten so hoch, dass sie das Gesicht Gottes zu berhren scheinen. Zuerst waren sie eine Kuriositt, dann erschienen sie fter -- was wird morgen sein? Seltsam sind ihre Schiffe, und seltsamer noch ihre Sitten, aber es kann kein Zweifel bestehen, dass wir hinsichtlich der Fremden aus 'Europa' eine Politik entwickeln mssen.;;Cuando el viento de la civilizacin occidental sople hacia el este, cada brizna de hierba y cada rbol del este seguir?los pasos del viento del oeste.\n\nLos llamamos presagios, los sucesos que han ocurrido ltimamente. En nuestras costas han empezado a aparecer barcos extraos. Barcos extraos con mstiles tan altos, que parecen tocar el rostro de Dios. Al principio, empez?como una curiosidad y su intensidad creci?como la de una galerna que se convierte en tormenta. Y maana? Sus barcos son extraos y ms extraas an sus costumbres, pero no hay duda de que debemos adoptar una poltica relativa a los extranjeros procedentes de 'Europa'.;;;;;;;;;x;;;;
EVTOPTA13000;Goodbye, $CONTINENTNAME$!;Au revoir, $CONTINENTNAME$ !;Lebewohl, $CONTINENTNAME$!;;Adis, $CONTINENTNAME$!;;;;;;;;;x;;;;
EVTOPTB13000;Expel the barbarians!;Chasser les barbares !;Schmeit die Barbaren raus!;;Expulsad a los brbaros!;;;;;;;;;x;;;;
EVTNAME13010;Western Approaches;Approches occidentales;Westlicher Ansatz;;Occidente se acerca;;;;;;;;;x;;;;
EVTDESC13010;News reaches us from $PROVINCENAME$ that an expatriate community of foreigners, from various European countries and Great Powers, has formed there. Doubtlessly, this is a direct effect of our government's policy of open ports and borders. This influx might be positive, as our government seems to believe, however some voices have less kind things to say about the foreigners.;Des nouvelles nous parviennent de $PROVINCENAME$, o?une communaut?s'est installe compose d'expatris d'trangers de divers pays europens et de Grandes Puissances. Sans doute, s'agit d'un effet direct de la politique de notre gouvernement des ports et des frontires ouverts. Cet afflux peut tre positif, comme notre gouvernement semble le croire, mais certaines voix ont des choses moins aimables ?dire sur les trangers. ;Aus $PROVINCENAME$ ereicht uns die Nachricht, dass sich dort eine Auslndergemeinschaft aus verschiedenen europischen Lndern und Gromchten zusammengetan hat. Zweifellos ist dies eine direkte Auswirkung unserer Regierungspolitik der offenen Grenzen und Hfen. Unsere Regierung scheint dies fr einen positiven Einfluss zu halten, doch andere Stimmen haben weniger Nettes ber die Fremden zu sagen.;;Nos ha llegado la noticia de que en $PROVINCENAME$ se ha formado una comunidad de extranjeros expatriados de varios pases europeos y las grandes potencias. Indudablemente, esto es un efecto directo de la poltica de nuestro gobierno de puertos y fronteras abiertas. Esta influencia podra ser positiva, o al menos es lo que nuestro gobierno quiere creer. Sin embargo, algunas voces tienen una opinin mucho peor de los extranjeros.;;;;;;;;;x;;;;
EVTOPTA13010;They are welcome to stay.;Qu'ils soient les bienvenus !;Sie sind willkommen, zu bleiben.;;Estn invitados a quedarse si quieren.;;;;;;;;;x;;;;
EVTOPTB13010;Go home!;Qu'ils rentrent chez eux !;Geht nach Hause!;;Regresad a vuestra casa!;;;;;;;;;x;;;;
EVTNAME13020;Shipwrecked Sailors;Les naufrags;Schiffsbrchige Matrosen;;Marineros naufragados;;;;;;;;;x;;;;
